Name,Dots,Lab Topics,Related Tags,Reverse Related Tags,Books,Media,Notes,Organizations,People,Last Edited,Media Highlights,Journal Entries,Places,Organization Job Interest,Job Interest,🗺️ Personal Board
Neuroscience,,,"https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Sensory-Augmentation-7345b8368f3a4eb4aea132db20b9e102","https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Sensory-Augmentation-7345b8368f3a4eb4aea132db20b9e102",https://www.notion.so/Thinking-Fast-And-Slow-650c542b7d3e4a5787474431a93dfd10,,,,"https://www.notion.so/Aleksandar-Matic-505171658ead44a1b20e6bff066fdbd4, https://www.notion.so/Jakab-Pilaszanovich-51b256170b224b11a597415e2fa41198, https://www.notion.so/Daniel-Kahneman-b65450c7e5db4a59be5c0f3ea8632879","August 19, 2022 9:02 PM",,,,,,
Transportation,,,"https://www.notion.so/Air-Traffic-869d7c19fd7942b0b2d352af6714a0ac, https://www.notion.so/Airlines-58950e01610240a898d46122ed9dcf21, https://www.notion.so/Travel-and-Moving-921c96df399f42d1b1df17efeb717bb1, https://www.notion.so/Self-Driving-Cars-84546fac93d8492ba90ddd538c2872b1","https://www.notion.so/Air-Traffic-869d7c19fd7942b0b2d352af6714a0ac, https://www.notion.so/Airlines-58950e01610240a898d46122ed9dcf21, https://www.notion.so/Travel-and-Moving-921c96df399f42d1b1df17efeb717bb1, https://www.notion.so/Self-Driving-Cars-84546fac93d8492ba90ddd538c2872b1",,,,https://www.notion.so/Uber-85fd3b45142f4187834beed32f725d2c,,"August 19, 2022 9:02 PM",,,,1,,
Cognitive Psychology,"https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9, https://www.notion.so/Eliciting-by-Omitting-b6687bc7342644069b2be956dd43e95f",,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Intelligence-f5df84061b9d4c06bf8b78e76daf3144, https://www.notion.so/Squirrel-Brain-3df5bbe91ae44ed1a8fbbbf6503bc261, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Errors-and-Mistakes-2c9904673f3a42739ea5f7d0bcee713f, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca, https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Availability-Heuristic-b60a0a35acd5479886b21b8a1a264c44","https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Intelligence-f5df84061b9d4c06bf8b78e76daf3144, https://www.notion.so/Squirrel-Brain-3df5bbe91ae44ed1a8fbbbf6503bc261, https://www.notion.so/Attention-dcc1eb7d92bb420f94a595c96880b5b5, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Errors-and-Mistakes-2c9904673f3a42739ea5f7d0bcee713f, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca, https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Availability-Heuristic-b60a0a35acd5479886b21b8a1a264c44",,,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-18th-2022-9b54c1104f6f442a89aa1aedf948e2af,,,,
Social Psychology,https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9,,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Hype-and-Virality-2f62bf8f24d24e8caf1476099bc9a970, https://www.notion.so/Stereotypes-513dc1a3006347fdb08ffe6bc98c5bd6, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd, https://www.notion.so/Friendship-03994961b2864870a1e4aa6048a45938, https://www.notion.so/Socializing-5a5b1522ec5141918247d935396c7f6d","https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Hype-and-Virality-2f62bf8f24d24e8caf1476099bc9a970, https://www.notion.so/Stereotypes-513dc1a3006347fdb08ffe6bc98c5bd6, https://www.notion.so/Sharing-6cf9f693809442a6bb1f1ad2c5c14bcd, https://www.notion.so/Friendship-03994961b2864870a1e4aa6048a45938, https://www.notion.so/Socializing-5a5b1522ec5141918247d935396c7f6d",,,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-18th-2022-9b54c1104f6f442a89aa1aedf948e2af,,,,
Culture,"https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9, https://www.notion.so/My-many-cultures-nationalities-and-identities-come-out-in-different-aspects-of-my-personality-but--9c1db92ab3644534875f8a985a39ef91, https://www.notion.so/You-are-the-places-where-you-are-loved-you-belong-where-you-are-loved-ae6bd0edc0294e2fba15e7f6601b30cf",,"https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Online-communities-212c6c46853e47278d588ea6eafbc13f, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Stereotypes-513dc1a3006347fdb08ffe6bc98c5bd6, https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109, https://www.notion.so/Cultural-Relevance-3520f8a7d698450bb7663db783e134e1","https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Online-communities-212c6c46853e47278d588ea6eafbc13f, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/White-Culture-13b05d7b8b794969987e12d7bb629431, https://www.notion.so/Stereotypes-513dc1a3006347fdb08ffe6bc98c5bd6, https://www.notion.so/Mixed-Race-e2f8b96243b34610bc811eb6c04e130a, https://www.notion.so/Diversity-aaaf654ce9624b06aaacc4cffd122a80, https://www.notion.so/Identity-4d91945502ea439f80f0a255259f8109, https://www.notion.so/Cultural-Relevance-3520f8a7d698450bb7663db783e134e1",,https://www.notion.so/The-Shift-in-Coachella-Culture-and-Fashion-8c4da75da4f14d359c9aeb0f63804a49,,,,"August 19, 2022 9:02 PM",1,"https://www.notion.so/August-20th-2022-c6affbed81284a09affcd41c8fa4915b, https://www.notion.so/August-30th-2022-b358d4f666d944a7a63131223bb75452",,,,
Spirituality,"https://www.notion.so/What-you-hate-you-don-t-understand-12fa5549096f4879aeffcc01f156603a, https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9, https://www.notion.so/You-are-who-you-are-4b41e5ef864d42c28edeca510fc396a7",,"https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/The-Occult-3e1dc351589d465797881a16055e9604, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Serendipity-ca06ee11cd594de6ae7640c1b8412349, https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f","https://www.notion.so/Judaism-a2ed6bf129bd40bd91b4c4adb5a367e3, https://www.notion.so/The-Occult-3e1dc351589d465797881a16055e9604, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Open-Mindedness-336b944e7ced493faea4fab607c5fc14, https://www.notion.so/Serendipity-ca06ee11cd594de6ae7640c1b8412349, https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f",,,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-18th-2022-9b54c1104f6f442a89aa1aedf948e2af,,,,
Science-Fiction,,,"https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Literature-98ac87aa82bd473ca83ea80a5f911762, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d","https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Literature-98ac87aa82bd473ca83ea80a5f911762, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d",,,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-18th-2022-9b54c1104f6f442a89aa1aedf948e2af,,,,
Intelligence,,,"https://www.notion.so/Creativity-4071cdaddd774ca3854087966e43eebe, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d","https://www.notion.so/Creativity-4071cdaddd774ca3854087966e43eebe, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d",,,,,,"August 19, 2022 9:02 PM",,,,,,
Art,,,"https://www.notion.so/Creativity-4071cdaddd774ca3854087966e43eebe, https://www.notion.so/Comedy-103f5448fd1d4a61b26b2ae9730d326d","https://www.notion.so/Creativity-4071cdaddd774ca3854087966e43eebe, https://www.notion.so/Comedy-103f5448fd1d4a61b26b2ae9730d326d",,,,,,"August 19, 2022 9:02 PM",,,,,,
Research,,,"https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8, https://www.notion.so/Collaborative-Research-4ad58b66fb3f4ed48a8e04867275cec7","https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Journalism-f659243a17734a35862ec1ff772441ae, https://www.notion.so/Innovation-0ef9f4c9495b4581a5d71e3a9803fa72, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Statistics-6276b2cbab7b4ac483670073ec8ad6c8, https://www.notion.so/Collaborative-Research-4ad58b66fb3f4ed48a8e04867275cec7","https://www.notion.so/Thinking-Fast-And-Slow-650c542b7d3e4a5787474431a93dfd10, https://www.notion.so/Spotify-Teardown-735ae3c8c67c4c9dbda1ddcdc2ddd434, https://www.notion.so/Ariadne-55498883ea1447a493a81134a355ea2d",https://www.notion.so/We-the-swarm-Methodological-theoretical-and-societal-r-evolutions-in-collective-decision-making-r-8d934efc8575424e8dcff7c5c99aea41,,"https://www.notion.so/PERIL-Polarization-and-Extremism-Research-Innovation-Lab-e754473329c9401fa0c64741ea067c21, https://www.notion.so/UCL-University-College-London-1cd676c88cbf4cd2a4275961ad7213c0, https://www.notion.so/Stanford-University-7e97afbf1072461ea1a0d431b3395b18, https://www.notion.so/University-of-Toronto-7359231b924646f0b4532334e725d7c5","https://www.notion.so/Brian-Hughes-4e60e5bd7e4d4d35b5794265f76c3cc5, https://www.notion.so/Aleksandar-Matic-505171658ead44a1b20e6bff066fdbd4, https://www.notion.so/Jakab-Pilaszanovich-51b256170b224b11a597415e2fa41198, https://www.notion.so/Daniel-Kahneman-b65450c7e5db4a59be5c0f3ea8632879, https://www.notion.so/Leslie-Meier-2138052d516d49b181f305a793de4ed7, https://www.notion.so/Matt-Dryhurst-d745681f080b404aacd5e26c895983f7, https://www.notion.so/Linus-Lee-9c3aadca110b46daa9f050e96686d330, https://www.notion.so/scar-Celma-322b9289c1394d10bdf8d252a6f66569","August 19, 2022 9:02 PM",,,,,,
Psychology,https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9,,"https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/The-Occult-3e1dc351589d465797881a16055e9604, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Attention-Economy-cb4ab1a91dbb46b08ba83dc0084c56b1, https://www.notion.so/Curiosity-0c9f89d6c5a243d4aaadb4954bf14ca2, https://www.notion.so/Life-Experience-2ae8bb0095e14f7da58538be3baea063, https://www.notion.so/Love-584879f381e24907adf22c11b9167894, https://www.notion.so/Motivation-f257e5a7409d49da9a86b37cc959ce7d, https://www.notion.so/Feedback-Loops-5819a37dc27b4ca8902a29b478bfd015, https://www.notion.so/Serendipity-ca06ee11cd594de6ae7640c1b8412349, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Sensory-Augmentation-7345b8368f3a4eb4aea132db20b9e102, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca, https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Philosophy-of-Life-072651b02d4e40e494077ca6f131667f, https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Psychological-First-Aid-0240fba9509d41f7a519f7985a12e36c, https://www.notion.so/Secure-Attachment-91d7a6785b1c4e0cbfcb072af85d33c5, https://www.notion.so/Social-Science-faf218e22d0a45e68ee6856520fca5b4, https://www.notion.so/Tools-for-Thought-ae590f4076df4a13a05e123295d1aaf4","https://www.notion.so/Anthropology-0c81775c3fcf448a8912b92f0ff8c18d, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Mental-Health-9e7063aeb8db4932a75af4071ed766cf, https://www.notion.so/The-Occult-3e1dc351589d465797881a16055e9604, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Drug-Addiction-05f0f8e420c3437885b1de0fbe425341, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Artificial-Intelligence-a162df4f78ef457bb28f08b761ff935d, https://www.notion.so/Neuroscience-1135a819608f4b26a45d86ecd5ac6d6f, https://www.notion.so/Self-Improvement-624ecd0c6b9b4fe1bb9e0c227c586234, https://www.notion.so/Attention-Economy-cb4ab1a91dbb46b08ba83dc0084c56b1, https://www.notion.so/Curiosity-0c9f89d6c5a243d4aaadb4954bf14ca2, https://www.notion.so/Life-Experience-2ae8bb0095e14f7da58538be3baea063, https://www.notion.so/Love-584879f381e24907adf22c11b9167894, https://www.notion.so/Feedback-Loops-5819a37dc27b4ca8902a29b478bfd015, https://www.notion.so/Motivation-f257e5a7409d49da9a86b37cc959ce7d, https://www.notion.so/Serendipity-ca06ee11cd594de6ae7640c1b8412349, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Cognitive-Psychology-9c86eb9c89b74ce8a4df51e8167c3897, https://www.notion.so/Sensory-Augmentation-7345b8368f3a4eb4aea132db20b9e102, https://www.notion.so/Behavioral-Economics-9746b64fe4874f1d8ed8e5ac3f0be391, https://www.notion.so/Personality-c52f02df5de7409996cd25f7602defca, https://www.notion.so/Happiness-5fc048c6fea345e0847b925161aa3de6, https://www.notion.so/Perception-a29bff3762d04033a63bf1d5ae3f269f, https://www.notion.so/Psychological-First-Aid-0240fba9509d41f7a519f7985a12e36c, https://www.notion.so/Secure-Attachment-91d7a6785b1c4e0cbfcb072af85d33c5, https://www.notion.so/Social-Science-faf218e22d0a45e68ee6856520fca5b4, https://www.notion.so/Tools-for-Thought-ae590f4076df4a13a05e123295d1aaf4","https://www.notion.so/Thinking-Fast-And-Slow-650c542b7d3e4a5787474431a93dfd10, https://www.notion.so/The-Shallows-What-The-Internet-Is-Doing-To-Our-Brains-d713eb07785c46f6b92466194e36d6b8, https://www.notion.so/Deep-Work-Rules-for-Focused-Success-in-a-Distracted-World-f9668725aaf84e14afff39d089f01071","https://www.notion.so/Story-of-My-Life-How-Narrative-Creates-Personality-The-Atlantic-ad73ce5673394748a0fa790c886a0014, https://www.notion.so/Internal-Family-Systems-Model-Wikipedia-84e270949cfb44f0ab0d7c77462efc8b",,,"https://www.notion.so/Nicholas-Carr-3f41d6cc1f0849489d533ab062b8fe50, https://www.notion.so/Jordan-Peterson-72f7b67a750b45cbabb893221292aab0, https://www.notion.so/Daniel-Kahneman-b65450c7e5db4a59be5c0f3ea8632879, https://www.notion.so/Cal-Newport-484048e2c7524d53bbf899921e7ddead","August 19, 2022 9:02 PM",5,,,,,
Copyright,,,"https://www.notion.so/Music-Publishing-7c1271acfc6349369700d79b9fd442d6, https://www.notion.so/Sync-Licensing-6c3c5ba784a54990a055c09748a0d1a5","https://www.notion.so/Music-Publishing-7c1271acfc6349369700d79b9fd442d6, https://www.notion.so/Sync-Licensing-6c3c5ba784a54990a055c09748a0d1a5",,,,,,"August 19, 2022 9:02 PM",,,,,,
Music Publishing,,,"https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Copyright-1b69fd84880f4b9a8fa83842d6070f92","https://www.notion.so/Music-Business-8afe0ac7fee6408b88b28fe7c50e8432, https://www.notion.so/Copyright-1b69fd84880f4b9a8fa83842d6070f92",,,,https://www.notion.so/The-MLC-8de197c596d347bca24bf8003e43d51b,,"August 19, 2022 9:02 PM",,,,,,
Anthropology,https://www.notion.so/The-within-between-spectrum-d59d0227716a489795e88024d5de32a9,,"https://www.notion.so/Feminism-and-Gender-Studies-f2fdde58c54147ed822ac30e49f3de4e, https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Science-Fiction-81416088f35d4cefb486bf9db4841b61, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Urban-Life-1f080240c3b0433090b336a4bcae0017, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Philosophy-7072f2f8b46b4336b1589b5b87faba6d, https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277, https://www.notion.so/Online-communities-212c6c46853e47278d588ea6eafbc13f, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d, https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Linguistics-d454b0ff546c4d2fae986773a93c4fa7, https://www.notion.so/Socializing-5a5b1522ec5141918247d935396c7f6d, https://www.notion.so/Humanity-aac3b6e7b25b49eb8e61382f0da07b06","https://www.notion.so/Feminism-and-Gender-Studies-f2fdde58c54147ed822ac30e49f3de4e, https://www.notion.so/Generational-Differences-611796d2189c4b3ea7534f9ab606d8fb, https://www.notion.so/Technology-86656c03c3ba4683b5e8964123d1e99a, https://www.notion.so/History-108ea17323884ce5bcf3fb0627fa0a16, https://www.notion.so/Social-Classes-5a6a53496d714189b340c36da30493b1, https://www.notion.so/Psychology-c4cd828b37c94e1daded0dc7752ea253, https://www.notion.so/Research-4ce39e08160748e2968ecbd65814675d, https://www.notion.so/Covid-19-f8f93da2fe9e4fd4b19e059ed07eec9a, https://www.notion.so/Religion-d58d72517363481e917977b3c38ad212, https://www.notion.so/Media-Studies-dff9a148f7bf42b287ac43cde3cfc525, https://www.notion.so/Politics-67b870f1af9c4bdfa66e604d9468dcdd, https://www.notion.so/Spirituality-62819bed94944a4d93695069bf65667b, https://www.notion.so/Psychedelics-30e954bac0c74eb486bba0bb1d29b611, https://www.notion.so/Conspiracy-Theories-0859ed30a8b043c8b0416c248849f698, https://www.notion.so/Science-Fiction-81416088f35d4cefb486bf9db4841b61, https://www.notion.so/Sustainability-3b9c1d93f0c9423b9351c08f302023bc, https://www.notion.so/Urban-Life-1f080240c3b0433090b336a4bcae0017, https://www.notion.so/Culture-b13d70faafab4e3bb9cbc8f793b8bea8, https://www.notion.so/Fashion-9fd3bc305cbc4f4f81a1f9781636e277, https://www.notion.so/Philosophy-7072f2f8b46b4336b1589b5b87faba6d, https://www.notion.so/Online-communities-212c6c46853e47278d588ea6eafbc13f, https://www.notion.so/Gen-Z-d9a96debb5e040f88700cbe7aabe486f, https://www.notion.so/Millenials-308ee877c950483d91d3d758cb6ae95d, https://www.notion.so/Crises-8462e6c1ae9b435c908b3f357b81f69c, https://www.notion.so/Social-Psychology-dd411027ae474fdf8b2fe850c7305cad, https://www.notion.so/Linguistics-d454b0ff546c4d2fae986773a93c4fa7, https://www.notion.so/Socializing-5a5b1522ec5141918247d935396c7f6d, https://www.notion.so/Humanity-aac3b6e7b25b49eb8e61382f0da07b06, https://www.notion.so/Collaboration-2e833858b1d34c4a948b47ffe2eee901",https://www.notion.so/Sapiens-A-Brief-History-Of-Humankind-2b0cc25d994c48aa94da940a4e7753b0,https://www.notion.so/Second-Life-s-Mistakes-Should-Inform-Today-s-Metaverse-ea3c191e9fcd4ac5bdead82310a88b73,,,,"August 19, 2022 9:02 PM",,https://www.notion.so/August-18th-2022-9b54c1104f6f442a89aa1aedf948e2af,,,,
Investment,,,"https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Venture-Capital-b5078372475e48648387c14d687f6533","https://www.notion.so/Economics-d0a013d3adac497aa7fc4b2e23922811, https://www.notion.so/Business-a3bc43a710a74e6282af03f0865fd03a, https://www.notion.so/Venture-Capital-b5078372475e48648387c14d687f6533",,,https://www.notion.so/Chat-with-Jakab-3b865bd65ca245898fc56881b7f83692,,"https://www.notion.so/Will-Patteson-af7f3b9d39d44e85a0138ac2f5cb6bff, https://www.notion.so/Ben-Kung-bb2ad9237dce47b0a750c0390c0385e1","August 19, 2022 9:02 PM",,,,,,
